,T_prob,TP_prob,F_prob
0,0.573366116751269,0.573366116751269,0.519221060193052
1,0.573366116751269,0.573366116751269,0.5821093296700048
2,0.76881370635437,0.76881370635437,0.5204112831805959
3,0.573366116751269,0.573366116751269,0.5313325706137456
4,0.573366116751269,0.573366116751269,0.5648536310076465
5,0.573366116751269,0.573366116751269,0.46495735119438397
6,0.573366116751269,0.573366116751269,0.5325220562602546
7,0.220445459737293,0.220445459737293,0.5282357550435047
8,0.573366116751269,0.573366116751269,0.5277570001070837
9,0.573366116751269,0.573366116751269,0.5008273308651476
10,0.76881370635437,0.76881370635437,0.5182679621588969
11,0.220445459737293,0.220445459737293,0.47003104351152825
12,0.220445459737293,0.220445459737293,0.502461495608739
13,0.76881370635437,0.76881370635437,0.5084504536491417
14,0.573366116751269,0.573366116751269,0.5403465281231635
15,0.045774647887323945,0.04906542056074766,0.41299228802625026
16,0.573366116751269,0.573366116751269,0.5335801155391378
17,0.573366116751269,0.573366116751269,0.5419587562207121
18,0.4492223238792315,0.4492223238792315,0.41035244799523174
19,0.220445459737293,0.220445459737293,0.4848129132316453
20,0.573366116751269,0.573366116751269,0.5286349078508772
21,0.76881370635437,0.76881370635437,0.5277570001070837
22,0.573366116751269,0.573366116751269,0.5518160496717514
23,0.573366116751269,0.573366116751269,0.5032066425595496
24,0.573366116751269,0.573366116751269,0.5371708477649089
25,0.573366116751269,0.573366116751269,0.5117197362822867
26,0.76881370635437,0.76881370635437,0.5199514423644043
27,0.76881370635437,0.76881370635437,0.50826972728046
28,0.573366116751269,0.573366116751269,0.5753707574180017
29,0.573366116751269,0.573366116751269,0.45286413474572174
30,0.573366116751269,0.573366116751269,0.5352984141928906
31,0.573366116751269,0.573366116751269,0.5113965883301432
32,0.76881370635437,0.76881370635437,0.519932528244175
33,0.220445459737293,0.220445459737293,0.4853680542203045
34,0.573366116751269,0.573366116751269,0.5117425824735814
35,0.045774647887323945,0.04906542056074766,0.4711395191775555
36,0.76881370635437,0.76881370635437,0.5461696435552175
37,0.573366116751269,0.573366116751269,0.5277570001070837
38,0.573366116751269,0.573366116751269,0.47965107257855266
39,0.09104938271604938,0.10240963855421686,0.49406637120092584
40,0.573366116751269,0.573366116751269,0.5650815676145877
41,0.573366116751269,0.573366116751269,0.5049034583622383
42,0.220445459737293,0.220445459737293,0.5034991658728252
43,0.573366116751269,0.573366116751269,0.5113965883301432
44,0.573366116751269,0.573366116751269,0.5286349078508772
45,0.573366116751269,0.573366116751269,0.5067137785452414
46,0.220445459737293,0.220445459737293,0.47203214787406733
47,0.220445459737293,0.220445459737293,0.4288355682801696
48,0.573366116751269,0.573366116751269,0.4988241500114429
49,0.76881370635437,0.76881370635437,0.46462200269661585
50,0.4492223238792315,0.4492223238792315,0.3838445350831822
51,0.573366116751269,0.573366116751269,0.5102859674716478
